trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
20.0,0.000978056,0.000570095,0.000853368,0.000821839,0.000824851,0.000809788,0.000817151,0.000878602,0.000879411,0.000938388,0.000944901,0.001008992,0.000968085,0.001026434,0.001020051,0.001053025,0.001075284,0.001090025,0.001128315,0.001166243,0.001174909,0.001198817,0.001238419,0.001242559,0.001280795,0.001292555,0.001557705,0.001321818,0.001590093,0.001373747,0.001372701,0.001433667,0.00155978,0.001842641,0.002077245,0.008628008,0.00153784,0.001601877,0.002606396,0.00159319,0.001611089,0.001655982,0.00169292,0.001715664,0.001731683,0.001743667,0.001752407,0.015595296,0.00180433,0.001863029
21.0,0.00078653,0.000586444,0.000655853,0.00072134,0.000774882,0.000781202,0.000754554,0.000737477,0.000808874,0.000798299,0.000838626,0.000816275,0.000845615,0.000896097,0.007471455,0.002686505,0.002664525,0.002784662,0.002829607,0.002909925,0.003024449,0.003100475,0.00307435,0.003201792,0.003238177,0.003330457,0.00367862,0.003373692,0.003500565,0.003648044,0.011873503,0.11913569,0.001379011,0.00141019,0.006111431,0.001427776,0.001461072,0.001478414,0.001451266,0.001495281,0.001510916,0.004364727,0.004456793,0.004438171,0.004545943,0.00457326,0.004635797,0.013026971,0.001719111,0.001761768
22.0,0.001128465,0.000590814,0.000702688,0.000673513,0.000762521,0.000721988,0.000754889,0.000756308,0.000813887,0.000812054,0.000875956,0.000819375,0.000887796,0.000892178,0.000908994,0.000920913,0.001001975,0.000975002,0.001037005,0.006069503,0.001073634,0.001068139,0.001146227,0.00117257,0.001170686,0.00119729,0.001215641,0.001279711,0.001272335,0.001304134,0.001291527,0.0013205,0.001352318,0.001361548,0.00140094,0.001392471,0.0014374,0.001451532,0.001473247,0.001592564,0.001565698,0.001716412,0.001560664,0.001579058,0.001788625,0.00166607,0.00165353,0.001723652,0.001725878,0.001700611
23.0,0.00064749,0.000858419,0.00058463,0.000721868,0.000734379,0.000761072,0.000740201,0.000700697,0.000792066,0.000822043,0.000779075,0.00081848,0.000913191,0.000841641,0.000921832,0.000928775,0.000941535,0.001054597,0.001035564,0.001203225,0.00110339,0.001119278,0.001129832,0.001150911,0.001183887,0.001190592,0.001225541,0.001375325,0.001230985,0.001298593,0.001329008,0.00138449,0.001334541,0.001367652,0.001406258,0.001443129,0.001472959,0.001466805,0.001497656,0.001569506,0.001550341,0.001550288,0.001590628,0.001617061,0.008657608,0.001667731,0.001674427,0.001712175,0.001723067,0.005095406
24.0,0.000799493,0.000596676,0.000633481,0.000645424,0.000677282,0.000710301,0.000784323,0.000909733,0.000747279,0.000783134,0.000811923,0.000843552,0.00081235,0.000886563,0.000905515,0.00090691,0.000962178,0.001030076,0.000986977,0.001008807,0.000972664,0.001069293,0.001076893,0.001096817,0.001113841,0.002573243,0.001445519,0.001248264,0.001266957,0.002408258,0.001310054,0.001288772,0.001352213,0.001363808,0.001426179,0.001482424,0.001428783,0.001465644,0.004166656,0.004282247,0.004298821,0.00435926,0.0044362,0.004510234,0.004597823,0.004696564,0.0046646,0.004745319,0.004913515,0.004875582
25.0,0.001933874,0.001682707,0.001746143,0.001836878,0.001832813,0.001972861,0.00202152,0.002104083,0.002099113,0.002261661,0.00256791,0.002528146,0.002409073,0.002494731,0.002565838,0.0026348,0.002980301,0.002960184,0.002875799,0.002938636,0.002935021,0.003160248,0.003150953,0.003222092,0.003291258,0.003320641,0.003373106,0.003459869,0.003523155,0.003508906,0.003671787,0.003691463,0.003812884,0.003815647,0.003858787,0.003968874,0.004061473,0.004093069,0.004188271,0.004262225,0.004394651,0.004386989,0.004432732,0.004494079,0.004629698,0.004610773,0.00483278,0.004762188,0.005122454,0.004963321
26.0,0.001923122,0.001698753,0.001805161,0.001799013,0.001889664,0.002004997,0.002727819,0.016499657,0.002563351,0.00240887,0.002326831,0.002386505,0.002462438,0.002535055,0.002604847,0.002648751,0.002793384,0.002814154,0.002868372,0.00288882,0.002996864,0.0030544,0.003223049,0.003165381,0.003310342,0.003337508,0.003327883,0.024325949,0.008259972,0.005921359,0.001303585,0.001344464,0.001352545,0.001380617,0.001423495,0.001413192,0.001604574,0.001450941,0.00149503,0.00150452,0.004312444,0.004488974,0.004636243,0.005041264,0.004746334,0.004790685,0.004885654,0.004959951,0.00514928,0.005694016
27.0,0.001894531,0.001637231,0.001875812,0.002289681,0.002803119,0.001977644,0.002050284,0.002042376,0.002151991,0.002199089,0.00233537,0.002350751,0.002489974,0.002494272,0.002625933,0.002831944,0.002705775,0.002899409,0.002789505,0.002920834,0.003068449,0.003020809,0.003073112,0.00319377,0.003262343,0.00331289,0.003391458,0.003382198,0.012503726,0.003562054,0.003580191,0.003624745,0.003882756,0.003838363,0.003963282,0.003935255,0.004030637,0.004091294,0.004381274,0.004224468,0.004239691,0.00438167,0.004469584,0.004470601,0.00459097,0.00463372,0.004718362,0.004765684,0.004909681,0.013735797
28.0,0.002141314,0.001623567,0.001851173,0.001933158,0.001965836,0.001929296,0.001938189,0.002534157,0.003446954,0.003933551,0.003662136,0.003685864,0.003840297,0.002558414,0.002727816,0.003205439,0.003662324,0.003962288,0.003888738,0.003872251,0.004163386,0.008366951,0.00356845,0.003946831,0.004334531,0.00441789,0.004576196,0.004587184,0.017158765,0.004874039,0.005044201,0.004521297,0.004230265,0.004798976,0.004963935,0.005316218,0.00544149,0.005759414,0.005613803,0.005676861,0.019372806,0.005881596,0.005897007,0.018519108,0.005649149,0.006206915,0.006361813,0.006392267,0.00656582,0.020484108
29.0,0.002254285,0.001743666,0.00356569,0.001989328,0.002021444,0.00209864,0.002237526,0.002245489,0.002223541,0.002281301,0.002401702,0.002552324,0.002589432,0.00266867,0.002734937,0.002740575,0.00287667,0.002976479,0.003254818,0.003068538,0.003114774,0.003228048,0.00360435,0.003456041,0.003447712,0.003574656,0.003569281,0.003629777,0.003711367,0.003766307,0.003876514,0.003886149,0.004116898,0.004029467,0.004191112,0.004667366,0.004283102,0.012573976,0.004397414,0.004408345,0.008809952,0.004681793,0.004649866,0.005199387,0.004889103,0.004927152,0.005041639,0.005025857,0.005228173,0.005199166
30.0,0.002054542,0.001635812,0.00177472,0.001873721,0.001941948,0.002086336,0.002203621,0.002033016,0.002302812,0.00241146,0.002452575,0.002321961,0.002392862,0.002490525,0.00266816,0.002608897,0.002745253,0.015745808,0.002790773,0.00289087,0.003052428,0.002945628,0.00308348,0.003188287,0.003193386,0.003279205,0.003362525,0.003395494,0.00347959,0.003523469,0.003659838,0.003652031,0.003769827,0.003744017,0.003846066,0.003927287,0.004109864,0.00401667,0.004192152,0.004212827,0.013071411,0.004306574,0.004422699,0.004475473,0.004531795,0.004682477,0.004683535,0.004740513,0.004780304,0.004958898
